elapsed_time,DELM,diff_1,diff_2
2024-02-03 00:00:00,-1.5941419511740509,,
2024-02-03 00:00:25,-1.2110282207064276,0.3831137304676233,
2024-02-03 00:01:19,0.4368263026392283,1.6478545233456559,1.2647407928780325
2024-02-03 00:02:17,-0.1100760321482621,-0.5469023347874904,-2.1947568581331462
2024-02-03 00:03:02,0.3085854036950086,0.4186614358432707,0.9655637706307612
2024-02-03 00:03:38,-1.2932385796894346,-1.6018239833844432,-2.0204854192277137
2024-02-03 00:04:05,-3.066187519693251,-1.7729489400038163,-0.1711249566193731
2024-02-03 00:04:41,-2.672405039697156,0.3937824799960947,2.166731419999911
2024-02-03 00:06:03,-4.270115075156104,-1.597710035458948,-1.9914925154550427
2024-02-03 00:06:43,-6.054722419906715,-1.7846073447506106,-0.1868973092916626
2024-02-03 00:08:02,-6.7353755985638895,-0.6806531786571748,1.1039541660934358
2024-02-03 00:08:28,-7.43459704656705,-0.6992214480031604,-0.018568269345985655
2024-02-03 00:09:22,-9.188447735109683,-1.7538506885426335,-1.054629240539473
2024-02-03 00:10:25,-7.612687631084937,1.575760104024746,3.3296107925673795
2024-02-03 00:10:57,-5.822000341719514,1.7906872893654233,0.21492718534067734
2024-02-03 00:11:29,-7.257142199697334,-1.4351418579778201,-3.2258291473432434
2024-02-03 00:12:45,-9.04021402558902,-1.7830718258916853,-0.3479299679138652
2024-02-03 00:13:23,-7.611942061234362,1.428271964354658,3.2113437902463433
2024-02-03 00:14:24,-5.962756163155535,1.6491858980788265,0.22091393372416857
2024-02-03 00:15:30,-6.496486763916193,-0.5337306007606584,-2.182916498839485
2024-02-03 00:17:03,-8.217694043873234,-1.7212072799570404,-1.187476679196382
2024-02-03 00:18:02,-10.076308532780663,-1.8586144889074294,-0.13740720895038905
2024-02-03 00:19:49,-10.770231109345808,-0.6939225765651447,1.1646919123422848
2024-02-03 00:20:15,-9.18919432346193,1.581036785883878,2.2749593624490227
2024-02-03 00:20:38,-9.568131975183174,-0.3789376517212446,-1.9599744376051227
2024-02-03 00:21:15,-10.207649651845506,-0.6395176766623312,-0.26058002494108656
2024-02-03 00:21:55,-9.657165919025788,0.5504837328197176,1.1900014094820488
2024-02-03 00:22:36,-7.868262671802816,1.7889032472229722,1.2384195144032546
2024-02-03 00:23:16,-9.346075089978743,-1.4778124181759278,-3.2667156653989
2024-02-03 00:24:11,-10.983558204153,-1.6374831141742572,-0.1596706959983294
2024-02-03 00:25:06,-12.833496567715937,-1.849938363562936,-0.21245524938867888
2024-02-03 00:25:28,-14.716559564374185,-1.8830629966582482,-0.033124633095312106
2024-02-03 00:25:57,-14.32765879173305,0.38890077264113465,2.271963769299383
2024-02-03 00:26:33,-15.929891063368997,-1.6022322716359465,-1.9911330442770812
2024-02-03 00:27:10,-17.70185478607027,-1.7719637227012743,-0.16973145106532783
2024-02-03 00:28:47,-16.117170033417505,1.584684752652766,3.3566484753540404
2024-02-03 00:29:15,-14.33135113765971,1.7858188957577958,0.20113414310502975
2024-02-03 00:29:37,-15.795885311830151,-1.464534174170442,-3.250353069928238
2024-02-03 00:30:15,-17.439843345123396,-1.643958033293245,-0.179423859122803
2024-02-03 00:30:55,-15.948070797182812,1.4917725479405846,3.1357305812338296
2024-02-03 00:31:36,-14.166459045581831,1.7816117516009804,0.28983920366039584
2024-02-03 00:32:28,-15.78827140162694,-1.6218123560451083,-3.4034241076460887
2024-02-03 00:33:11,-16.537838960462608,-0.7495675588356683,0.87224479720944
2024-02-03 00:33:55,-18.39165606241485,-1.8538171019522416,-1.1042495431165733
2024-02-03 00:34:19,-20.281034213224103,-1.8893781508092538,-0.03556104885701217
2024-02-03 00:36:28,-18.64669362093986,1.6343405922842429,3.5237187430934966
2024-02-03 00:36:58,-19.08143806355983,-0.43474444261996936,-2.0690850349042123
2024-02-03 00:37:34,-17.475797472606963,1.6056405909528664,2.0403850335728357
2024-02-03 00:38:07,-15.687719677718558,1.7880777948884052,0.18243720393553886
2024-02-03 00:38:34,-13.826815224270076,1.860904453448482,0.07282665856007675
2024-02-03 00:39:35,-12.089389756402806,1.7374254678672703,-0.12347898558121173
2024-02-03 00:40:32,-10.3627,1.7266897564028056,-0.010735711464464615
2024-02-03 00:41:29,-11.934030176495911,-1.571330176495911,-3.2980199328987165
2024-02-03 00:42:10,-12.659584173060964,-0.7255539965650524,0.8457761799308585
2024-02-03 00:43:16,-13.466995986792766,-0.807411813731802,-0.08185781716674967
2024-02-03 00:44:16,-12.055818874012012,1.411177112780754,2.218588926512556
2024-02-03 00:45:23,-10.410773551353344,1.6450453226586674,0.23386820987791346
2024-02-03 00:46:38,-12.009681824072144,-1.5989082727188002,-3.2439535953774676
2024-02-03 00:47:10,-11.606468773049423,0.4032130510227212,2.0021213237415214
2024-02-03 00:48:01,-10.975249998890522,0.631218774158901,0.22800572313617984
2024-02-03 00:48:48,-12.421278064269895,-1.4460280653793731,-2.077246839538274
2024-02-03 00:49:32,-11.87674557650745,0.5445324877624458,1.990560553141819
2024-02-03 00:50:22,-10.066424947743542,1.8103206287639075,1.2657881410014618
2024-02-03 00:51:25,-10.43946904731262,-0.37304409956907847,-2.183364728332986
2024-02-03 00:52:06,-9.887627312265067,0.5518417350475531,0.9248858346166315
2024-02-03 00:52:49,-10.278072479596682,-0.39044516733161494,-0.942286902379168
2024-02-03 00:53:31,-10.921118299301916,-0.6430458197052342,-0.2526006523736193
2024-02-03 00:54:08,-12.67905134624175,-1.7579330469398329,-1.1148872272345987
2024-02-03 00:56:40,-12.246721129804596,0.43233021643715297,2.190263263376986
2024-02-03 00:57:17,-10.565338152761932,1.6813829770426647,1.2490527606055117
2024-02-03 00:58:25,-11.116793789136867,-0.5514556363749357,-2.2328386134176004
2024-02-03 00:59:14,-12.905665970949403,-1.7888721818125362,-1.2374165454376005
2024-02-03 01:00:04,-11.452985469819954,1.45268050112945,3.241552682941986
2024-02-03 01:01:00,-12.931892499922334,-1.4789070301023806,-2.9315875312318305
2024-02-03 01:02:27,-14.734255945697658,-1.802363445775324,-0.32345641567294336
2024-02-03 01:03:10,-16.588112988891897,-1.853857043194239,-0.051493597418915016
2024-02-03 01:03:48,-18.3218683004114,-1.7337553115195021,0.12010173167473681
2024-02-03 01:04:49,-16.711434760419113,1.610433539992286,3.344188851511788
2024-02-03 01:05:15,-14.9651532563207,1.7462815040984125,0.13584796410612654
2024-02-03 01:05:42,-13.08911994798763,1.8760333083330707,0.12975180423465815
2024-02-03 01:06:16,-13.48874716306234,-0.39962721507471066,-2.2756605234077814
2024-02-03 01:06:42,-14.092814768496126,-0.6040676054337855,-0.2044403903590748
2024-02-03 01:07:32,-12.589556894524058,1.5032578739720677,2.107325479405853
2024-02-03 01:08:08,-12.9942655231637,-0.4047086286396411,-1.9079665026117087
2024-02-03 01:08:35,-12.444824700551637,0.5494408226120626,0.9541494512517037
2024-02-03 01:09:18,-10.666616830351796,1.7782078701998412,1.2287670475877785
2024-02-03 01:11:20,-10.063449661165135,0.6031671691866602,-1.175040701013181
2024-02-03 01:12:26,-8.332500000000005,1.7309496611651305,1.1277824919784702
2024-02-03 01:13:52,-8.882500000000006,-0.5500000000000007,-2.280949661165131
2024-02-03 01:14:39,-10.666920064704822,-1.7844200647048165,-1.2344200647048158
2024-02-03 01:15:16,-11.481500000000008,-0.8145799352951855,0.969840129409631
2024-02-03 01:16:02,-13.366600000000007,-1.8850999999999996,-1.070520064704814
2024-02-03 01:16:45,-12.81660000000001,0.5499999999999972,2.4350999999999967
2024-02-03 01:17:34,-11.027000000000012,1.7895999999999983,1.2396000000000011
