,elapsed_time,DELM,preDELM,dDELM,1ifwin
0,00:00:00,9.19859081283771,,,0
1,00:00:25,9.581704543305332,9.19859081283771,0.3831137304676222,1
2,00:01:19,11.261159066650988,9.581704543305332,1.6794545233456564,1
3,00:02:17,10.714256731863497,11.261159066650988,-0.5469023347874913,0
4,00:03:02,11.132918167706768,10.714256731863497,0.418661435843271,1
5,00:03:38,9.531094184322326,11.132918167706768,-1.6018239833844419,0
6,00:04:05,7.726545244318508,9.531094184322326,-1.8045489400038175,0
7,00:04:41,8.120327724314603,7.726545244318508,0.3937824799960943,1
8,00:06:03,6.5226176888556555,8.120327724314603,-1.597710035458947,0
9,00:06:43,4.706410344105045,6.5226176888556555,-1.8162073447506106,0
10,00:08:02,3.9825571654478686,4.706410344105045,-0.7238531786571762,0
11,00:08:28,3.2358357174447097,3.9825571654478686,-0.746721448003159,0
12,00:09:22,1.432885028902076,3.2358357174447097,-1.8029506885426336,0
13,00:10:25,3.008645132926821,1.432885028902076,1.575760104024745,1
14,00:10:57,4.8309324222922445,3.008645132926821,1.8222872893654234,1
15,00:11:29,3.3957905643144244,4.8309324222922445,-1.4351418579778201,0
16,00:12:45,1.581118738422738,3.3957905643144244,-1.8146718258916863,0
17,00:13:23,3.009390702777398,1.581118738422738,1.4282719643546598,1
18,00:14:24,4.6901766008562245,3.009390702777398,1.6807858980788266,1
19,00:15:30,4.156446000095565,4.6901766008562245,-0.5337306007606593,0
20,00:17:03,2.4036387201385256,4.156446000095565,-1.7528072799570396,0
21,00:18:02,0.5018242312310957,2.4036387201385256,-1.90181448890743,0
22,00:19:49,-0.23959834533404845,0.5018242312310957,-0.7414225765651441,0
23,00:20:15,1.3414384405498296,-0.23959834533404845,1.581036785883878,1
24,00:20:38,0.962500788828585,1.3414384405498296,-0.3789376517212446,0
25,00:21:15,0.2913831121662529,0.962500788828585,-0.6711176766623321,0
26,00:21:55,0.8418668449859705,0.2913831121662529,0.5504837328197176,1
27,00:22:36,2.6623700922089437,0.8418668449859705,1.8205032472229732,1
28,00:23:16,1.184557674033016,2.6623700922089437,-1.4778124181759278,0
29,00:24:11,-0.4845254401412422,1.184557674033016,-1.6690831141742581,0
30,00:25:06,-2.377663803704179,-0.4845254401412422,-1.8931383635629366,0
31,00:25:28,-4.3082268003624264,-2.377663803704179,-1.9305629966582476,0
32,00:25:57,-3.919326027721292,-4.3082268003624264,0.38890077264113465,1
33,00:26:33,-5.521558299357238,-3.919326027721292,-1.6022322716359465,0
34,00:27:10,-7.325122022058508,-5.521558299357238,-1.80356372270127,0
35,00:28:47,-5.740437269405746,-7.325122022058508,1.5846847526527625,1
36,00:29:15,-3.923018373647949,-5.740437269405746,1.8174188957577968,1
37,00:29:37,-5.387552547818391,-3.923018373647949,-1.464534174170442,0
38,00:30:15,-7.063110581111637,-5.387552547818391,-1.675558033293246,0
39,00:30:55,-5.5713380331710525,-7.063110581111637,1.4917725479405846,1
40,00:31:36,-3.758126281570073,-5.5713380331710525,1.8132117516009796,1
41,00:32:28,-5.379938637615179,-3.758126281570073,-1.6218123560451065,0
42,00:33:11,-6.161106196450849,-5.379938637615179,-0.7811675588356692,0
43,00:33:55,-8.058123298403089,-6.161106196450849,-1.8970171019522404,0
44,00:34:19,-9.995001449212346,-8.058123298403089,-1.9368781508092567,0
45,00:36:28,-8.360660856928103,-9.995001449212346,1.6343405922842429,1
46,00:36:58,-8.795405299548069,-8.360660856928103,-0.4347444426199658,0
47,00:37:34,-7.189764708595206,-8.795405299548069,1.6056405909528628,1
48,00:38:07,-5.3700869137068,-7.189764708595206,1.8196777948884062,1
49,00:38:34,-3.4659824602583154,-5.3700869137068,1.9041044534484843,1
50,00:39:35,-1.6810569923910421,-3.4659824602583154,1.7849254678672732,1
51,00:40:32,0.09318481898866082,-1.6810569923910421,1.774241811379703,1
52,00:41:29,-1.4765974124841499,0.09318481898866082,-1.5697822314728107,0
53,00:42:10,-2.233751409049205,-1.4765974124841499,-0.7571539965650551,0
54,00:43:16,-3.084363222781004,-2.233751409049205,-0.8506118137317991,0
55,00:44:16,-1.67318611000025,-3.084363222781004,1.411177112780754,1
56,00:45:23,0.003459212658416533,-1.67318611000025,1.6766453226586666,1
57,00:46:38,-1.5954490600603837,0.003459212658416533,-1.5989082727188002,0
58,00:47:10,-1.1922360090376642,-1.5954490600603837,0.4032130510227194,1
59,00:48:01,-0.5294172348787605,-1.1922360090376642,0.6628187741589038,1
60,00:48:48,-1.9754453002581354,-0.5294172348787605,-1.446028065379375,0
61,00:49:32,-1.4309128124956878,-1.9754453002581354,0.5445324877624476,1
62,00:50:22,0.4110078162682189,-1.4309128124956878,1.8419206287639067,1
63,00:51:25,0.03796371669914045,0.4110078162682189,-0.37304409956907847,0
64,00:52:06,0.5898054517466917,0.03796371669914045,0.5518417350475513,1
65,00:52:49,0.19936028441507858,0.5898054517466917,-0.39044516733161316,0
66,00:53:31,-0.4752855352901548,0.19936028441507858,-0.6746458197052334,0
67,00:54:08,-2.2764185822299883,-0.4752855352901548,-1.8011330469398334,0
68,00:56:40,-1.8440883657928353,-2.2764185822299883,0.43233021643715297,1
69,00:57:17,-0.13110538875017497,-1.8440883657928353,1.7129829770426603,1
70,00:58:25,-0.6825610251251089,-0.13110538875017497,-0.5514556363749339,0
71,00:59:14,-2.5030332069376406,-0.6825610251251089,-1.8204721818125318,0
72,01:00:04,-1.0503527058081925,-2.5030332069376406,1.4526805011294481,1
73,01:01:00,-2.529259735910573,-1.0503527058081925,-1.4789070301023806,0
74,01:02:27,-4.3632231816859,-2.529259735910573,-1.8339634457753267,0
75,01:03:10,-6.2602802248801375,-4.3632231816859,-1.8970570431942377,0
76,01:03:48,-8.041535536399635,-6.2602802248801375,-1.781255311519498,0
77,01:04:49,-6.431101996407353,-8.041535536399635,1.6104335399922824,1
78,01:05:15,-4.6532204923089395,-6.431101996407353,1.7778815040984135,1
79,01:05:42,-2.7339871839758683,-4.6532204923089395,1.9192333083330713,1
80,01:06:16,-3.133614399050579,-2.7339871839758683,-0.39962721507471066,0
81,01:06:42,-3.769282004484367,-3.133614399050579,-0.6356676054337882,0
82,01:07:32,-2.2660241305122995,-3.769282004484367,1.5032578739720677,1
83,01:08:08,-2.6707327591519423,-2.2660241305122995,-0.40470862863964285,0
84,01:08:35,-2.121291936539876,-2.6707327591519423,0.5494408226120662,1
85,01:09:18,-0.31148406634003223,-2.121291936539876,1.809807870199844,1
86,01:11:20,0.3348831028466286,-0.31148406634003223,0.6463671691866608,1
87,01:12:26,2.101945959710534,0.3348831028466286,1.7670628568639053,1
88,01:13:52,1.5553143377854521,2.101945959710534,-0.5466316219250817,0
89,01:14:39,-0.25268730069305434,1.5553143377854521,-1.8080016384785065,0
90,01:15:16,-1.1140211189426523,-0.25268730069305434,-0.861333818249598,0
91,01:16:02,-3.046057503638945,-1.1140211189426523,-1.9320363846962927,0
92,01:16:45,-2.5082573341105636,-3.046057503638945,0.5378001695283814,1
93,01:17:34,-0.698609228878702,-2.5082573341105636,1.8096481052318616,1
94,01:18:29,0.15621416692569134,-0.698609228878702,0.8548233958043934,1
95,01:19:11,2.087993152506904,0.15621416692569134,1.9317789855812126,1
96,01:21:22,1.5437580051015303,2.087993152506904,-0.5442351474053737,0
97,01:22:31,1.9752716450356722,1.5437580051015303,0.43151363993414193,1
98,01:23:20,1.4408531673295393,1.9752716450356722,-0.5344184777061329,0
99,01:24:23,0.6884743681407919,1.4408531673295393,-0.7523787991887474,0
100,01:25:13,-0.1545974266854877,0.6884743681407919,-0.8430717948262796,0
101,01:26:03,-0.896139826976615,-0.1545974266854877,-0.7415424002911273,0
102,01:26:31,-0.3591473581196887,-0.896139826976615,0.5369924688569263,1
103,01:28:01,1.4605171230213898,-0.3591473581196887,1.8196644811410785,1
104,01:28:26,3.3485430076089555,1.4605171230213898,1.8880258845875657,1
105,01:29:17,4.2369078602035835,3.3485430076089555,0.8883648525946279,1
