,elapsed_time,DELM,preDELM,dDELM,1ifwin
0,00:00:00,-1.344169330817806,,,0
1,00:00:38,0.20688222324882208,-1.344169330817806,1.551051554066628,1
2,00:01:01,-0.3528582782002265,0.20688222324882208,-0.5597405014490486,0
3,00:01:31,0.5951250245569276,-0.3528582782002265,0.9479833027571541,1
4,00:02:21,2.411964598085948,0.5951250245569276,1.8168395735290206,1
5,00:02:50,0.989669258956439,2.411964598085948,-1.422295339129509,0
6,00:03:33,2.4759525271492793,0.989669258956439,1.4862832681928402,1
7,00:04:01,1.0259525271492798,2.4759525271492793,-1.4499999999999995,0
8,00:04:48,2.6951875913591925,1.0259525271492798,1.6692350642099127,1
9,00:05:32,4.44715252714928,2.6951875913591925,1.7519649357900873,1
10,00:07:05,2.84715252714928,4.44715252714928,-1.5999999999999996,0
11,00:07:28,3.24715252714928,2.84715252714928,0.3999999999999999,1
12,00:08:06,4.032373691170421,3.24715252714928,0.7852211640211411,1
13,00:08:41,2.5268939113187843,4.032373691170421,-1.5054797798516368,0
14,00:09:11,0.736589128143651,2.5268939113187843,-1.7903047831751333,0
15,00:09:37,2.2129909786661055,0.736589128143651,1.4764018505224545,1
16,00:10:20,0.606237635229345,2.2129909786661055,-1.6067533434367605,0
17,00:10:45,-1.2521855175716985,0.606237635229345,-1.8584231528010435,0
18,00:11:24,0.34318817629445797,-1.2521855175716985,1.5953736938661565,1
19,00:11:47,1.8971525271492802,0.34318817629445797,1.5539643508548222,1
20,00:12:17,1.4971525271492798,1.8971525271492802,-0.40000000000000036,0
21,00:12:44,3.0971525271492792,1.4971525271492798,1.5999999999999994,1
22,00:13:26,3.8683525271492787,3.0971525271492792,0.7711999999999994,1
23,00:15:31,3.318352527149279,3.8683525271492787,-0.5499999999999998,0
24,00:16:15,1.4971525271492794,3.318352527149279,-1.8211999999999995,0
25,00:16:47,-0.4054474728507207,1.4971525271492794,-1.9026,0
26,00:17:08,-2.054194344776507,-0.4054474728507207,-1.6487468719257865,0
27,00:17:49,-0.7380474728507209,-2.054194344776507,1.3161468719257863,1
28,00:18:25,1.0831525271492783,-0.7380474728507209,1.8211999999999993,1
29,00:18:50,2.9857525271492786,1.0831525271492783,1.9026000000000003,1
30,00:19:20,1.5357525271492787,2.9857525271492786,-1.45,0
31,00:20:03,-0.13544747285072115,1.5357525271492787,-1.6711999999999998,0
32,00:20:55,-0.8380474728507215,-0.13544747285072115,-0.7026000000000003,0
33,00:21:27,-0.28804747285072163,-0.8380474728507215,0.5499999999999998,1
34,00:22:19,1.5331525271492776,-0.28804747285072163,1.8211999999999993,1
35,00:24:22,-0.06684747285072293,1.5331525271492776,-1.6000000000000005,0
36,00:24:53,1.3831525271492773,-0.06684747285072293,1.4500000000000002,1
37,00:26:05,-0.21684747285072328,1.3831525271492773,-1.6000000000000005,0
38,00:26:30,-2.0380474728507227,-0.21684747285072328,-1.8211999999999995,0
39,00:26:56,-2.8906474728507225,-2.0380474728507227,-0.8525999999999998,0
40,00:27:42,-2.3406474728507227,-2.8906474728507225,0.5499999999999998,1
41,00:28:37,-0.5194474728507232,-2.3406474728507227,1.8211999999999995,1
42,00:29:06,1.3831525271492773,-0.5194474728507232,1.9026000000000005,1
43,00:29:32,-0.06684747285072293,1.3831525271492773,-1.4500000000000002,0
44,00:30:17,0.4831525271492769,-0.06684747285072293,0.5499999999999998,1
45,00:32:34,-1.1168474728507236,0.4831525271492769,-1.6000000000000005,0
46,00:32:57,0.33315252714927657,-1.1168474728507236,1.4500000000000002,1
47,00:33:33,-1.266847472850724,0.33315252714927657,-1.6000000000000005,0
48,00:33:58,0.18315252714927618,-1.266847472850724,1.4500000000000002,1
49,00:34:46,1.854352527149276,0.18315252714927618,1.6711999999999998,1
50,00:36:02,3.6589585892055627,1.854352527149276,1.8046060620562867,1
51,00:37:18,5.554760843865102,3.6589585892055627,1.8958022546595394,1
52,00:37:44,4.089552527149276,5.554760843865102,-1.4652083167158265,0
53,00:38:26,5.689552527149274,4.089552527149276,1.5999999999999988,1
54,00:38:54,5.289552527149274,5.689552527149274,-0.40000000000000036,0
55,00:39:29,6.889552527149274,5.289552527149274,1.5999999999999996,1
56,00:40:01,6.489552527149273,6.889552527149274,-0.40000000000000036,0
57,00:40:33,8.089552527149273,6.489552527149273,1.5999999999999996,1
58,00:41:23,6.639552527149274,8.089552527149273,-1.4499999999999993,0
59,00:42:31,6.018352527149274,6.639552527149274,-0.6212,0
60,00:43:18,7.618352527149273,6.018352527149274,1.5999999999999996,1
61,00:43:59,9.439552527149273,7.618352527149273,1.8211999999999993,1
62,00:44:29,11.342152527149272,9.439552527149273,1.9025999999999996,1
63,00:47:04,9.742152527149273,11.342152527149272,-1.5999999999999996,0
64,00:47:27,7.920952527149273,9.742152527149273,-1.8211999999999993,0
65,00:47:52,6.018352527149274,7.920952527149273,-1.9025999999999996,0
66,00:48:17,4.085752527149274,6.018352527149274,-1.9325999999999999,0
67,00:49:17,5.6857525271492735,4.085752527149274,1.5999999999999996,1
68,00:49:38,6.456952527149274,5.6857525271492735,0.7712000000000003,1
69,00:50:14,5.0069525271492745,6.456952527149274,-1.4499999999999993,0
70,00:51:10,4.3857525271492745,5.0069525271492745,-0.6212,0
71,00:51:54,5.985752527149274,4.3857525271492745,1.5999999999999996,1
72,00:52:21,4.535752527149275,5.985752527149274,-1.4499999999999993,0
73,00:53:06,2.864552527149277,4.535752527149275,-1.671199999999998,0
74,00:54:11,2.1619525271492765,2.864552527149277,-0.7026000000000003,0
75,00:54:56,0.22935252714927776,2.1619525271492765,-1.9325999999999988,0
76,00:55:20,-1.7142474728507204,0.22935252714927776,-1.9435999999999982,0
77,00:55:50,-3.66184747285072,-1.7142474728507204,-1.9475999999999998,0
78,00:57:08,-4.560947472850721,-3.66184747285072,-0.8991000000000007,0
79,00:59:22,-6.3606474728507205,-4.560947472850721,-1.7996999999999996,0
80,01:00:17,-4.760647472850721,-6.3606474728507205,1.5999999999999996,1
81,01:00:41,-2.9394474728507216,-4.760647472850721,1.8211999999999993,1
82,01:01:21,-3.318602507282165,-2.9394474728507216,-0.3791550344314434,0
83,01:02:05,-5.010647472850721,-3.318602507282165,-1.6920449655685559,0
84,01:02:54,-4.46064747285072,-5.010647472850721,0.5500000000000007,1
85,01:03:50,-2.639447472850721,-4.46064747285072,1.8211999999999993,1
86,01:04:21,-1.7868474728507218,-2.639447472850721,0.8525999999999991,1
87,01:05:38,-2.9768078567809617,-1.7868474728507218,-1.18996038393024,0
88,01:06:16,-4.69577712640953,-2.9768078567809617,-1.7189692696285679,0
89,01:06:46,-3.0774221238836663,-4.69577712640953,1.6183550025258633,1
90,01:07:42,-2.2070397038469665,-3.0774221238836663,0.8703824200366999,1
91,01:08:26,-1.312447999292443,-2.2070397038469665,0.8945917045545235,1
92,01:09:19,-2.757280628044665,-1.312447999292443,-1.444832628752222,0
93,01:10:24,-1.273274619164283,-2.757280628044665,1.484006008880382,1
94,01:11:30,-2.4954330302674084,-1.273274619164283,-1.2221584111031254,0
95,01:12:08,-4.2754748584559685,-2.4954330302674084,-1.7800418281885602,0
96,01:12:37,-6.066325636153978,-4.2754748584559685,-1.7908507776980098,0
97,01:14:48,-8.06827635801727,-6.066325636153978,-2.0019507218632917,0
98,01:15:27,-6.50443599216686,-8.06827635801727,1.5638403658504103,1
99,01:15:55,-7.971425702623911,-6.50443599216686,-1.4669897104570513,0
100,01:16:53,-6.414657735805694,-7.971425702623911,1.5567679668182173,1
101,01:17:22,-4.783827574416739,-6.414657735805694,1.630830161388955,1
102,01:17:48,-5.67613035817682,-4.783827574416739,-0.8923027837600817,0
103,01:18:30,-4.309413174374221,-5.67613035817682,1.3667171838025993,1
104,01:19:01,-3.549034476652807,-4.309413174374221,0.7603786977214142,1
105,01:19:57,-2.7380087501366273,-3.549034476652807,0.8110257265161795,1
106,01:20:31,-4.248061660189535,-2.7380087501366273,-1.5100529100529076,0
107,01:21:06,-6.1531732817895985,-4.248061660189535,-1.9051116216000636,0
108,01:21:41,-7.993849908308437,-6.1531732817895985,-1.8406766265188388,0
109,01:22:15,-6.914793249352266,-7.993849908308437,1.079056658956171,1
110,01:22:46,-4.966014881321627,-6.914793249352266,1.9487783680306396,1
111,01:23:58,-3.084915240259166,-4.966014881321627,1.8810996410624607,1
112,01:25:01,-4.5456474728507335,-3.084915240259166,-1.4607322325915675,0
113,01:25:32,-6.366847472850733,-4.5456474728507335,-1.8211999999999993,0
114,01:26:17,-5.966847472850734,-6.366847472850733,0.3999999999999986,1
115,01:26:59,-4.2956474728507335,-5.966847472850734,1.6712000000000007,1
116,01:28:28,-3.593047472850733,-4.2956474728507335,0.7026000000000003,1
117,01:30:29,-1.660447472850734,-3.593047472850733,1.9325999999999992,1
118,01:30:48,-0.7668474728507328,-1.660447472850734,0.8936000000000011,1
119,01:31:21,0.13075252714926774,-0.7668474728507328,0.8976000000000006,1
120,01:31:59,2.079852527149269,0.13075252714926774,1.9491000000000012,1
